,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
37,Y002_17,Y002,lime wedges,,,,yummly,,unit,lime wedge,lime / lemon,unit
38,Y003_00,Y003,rice noodles,160.0,grams,"(cooked as the package says, for an extra flavor, add some sugar in the water)",yummly,5.6438336,ounce,rice noodle,noodle / spaghetti,ounce
39,Y003_01,Y003,soybean sprouts,1.0,cup,,yummly,1.0,cup,bean sprout,vegetable,cup
40,Y003_02,Y003,chicken,100.0,grams,(cut into small pieces),yummly,3.527396,ounce,chicken,meat,ounce
41,Y003_03,Y003,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
42,Y003_04,Y003,carrots,1.0,,(diced),yummly,0.666666667,cup,carrot,vegetable,cup
43,Y003_05,Y003,roasted peanuts,3.0,Tbsp.,(crushed),yummly,3.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
44,Y003_06,Y003,tamarind juice,0.666666667,cup,(or 4 teaspoons white vinegar mixed with 6 teaspoons water),yummly,10.666666672,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
45,Y003_07,Y003,sugar,3.0,tsp.,,yummly,0.999999999,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
46,Y003_08,Y003,fish sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,fish sauce,sauce / salt,tablespoon
47,Y003_09,Y003,soy sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,soy sauce,sauce / salt,tablespoon
48,Y003_10,Y003,spring onions,2.0,tsp.,(chopped),yummly,0.041666666,cup,scallion / spring onion / green onion,vegetable,cup
49,Y003_11,Y003,chili powder,1.0,pinch,,yummly,0.0625,teaspoon,chili powder,chili / pepper,teaspoon
50,Y003_12,Y003,oil,6.0,Tbsp.,,yummly,6.0,tablespoon,oil,oil,tablespoon
51,Y003_13,Y003,salt,1.0,pinch,,yummly,0.0208333333125,tablespoon,salt,sauce / salt,tablespoon
52,Y003_14,Y003,crushed garlic,5.0,cloves,,yummly,5.0,clove,garlic,herbs,clove
53,Y004_00,Y004,rice stick noodles,10.0,oz.,,yummly,10.0,ounce,rice vermicelli,noodle / spaghetti,ounce
54,Y004_01,Y004,boiling water,,,,yummly,,cup,water,water,cup
55,Y004_02,Y004,limes,3.0,,(plus 1 more if needed for juice),yummly,3.0,unit,lime,lime / lemon,unit
56,Y004_03,Y004,light brown sugar,0.333333333,cup,(packed),yummly,5.333333328,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
57,Y004_04,Y004,fish sauce,0.25,cup,,yummly,4.0,tablespoon,fish sauce,sauce / salt,tablespoon
58,Y004_05,Y004,chili garlic sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,chili garlic sauce,sauce / salt,tablespoon
59,Y004_06,Y004,worcestershire sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,worcestershire sauce,sauce / salt,tablespoon
60,Y004_07,Y004,green onions,2.0,,,yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
61,Y004_08,Y004,roasted salted peanuts,0.333333333,cup,,yummly,5.333333328,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
62,Y004_09,Y004,vegetable oil,0.333333333,cup,,yummly,5.333333328,tablespoon,vegetable oil,oil,tablespoon
63,Y004_10,Y004,peeled and deveined shrimp,12.0,,(large),yummly,6.0,ounce,shrimp,meat,ounce
64,Y004_11,Y004,large eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
65,Y004_12,Y004,bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
66,Y005_00,Y005,soy sauce,0.25,cup,,yummly,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
67,Y005_01,Y005,maple syrup,1.0,Tbsp.,,yummly,1.0,tablespoon,maple syrup,sugar / sweeteners / syrup,tablespoon
68,Y005_02,Y005,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
69,Y005_03,Y005,lime juice,0.25,cup,,yummly,4.0,tablespoon,lime juice,lime / lemon,tablespoon
70,Y005_04,Y005,fish sauce,1.0,tsp.,(substitute with more soy sauce if vegetarian),yummly,0.333333333,tablespoon,fish sauce,sauce / salt,tablespoon
71,Y005_05,Y005,rice noodles,250.0,grams,,yummly,8.81849,ounce,rice noodle,noodle / spaghetti,ounce
72,Y005_06,Y005,garlic,1.0,Tbsp.,(infused olive oil),yummly,3.0,clove,garlic,herbs,clove
73,Y005_07,Y005,chicken breasts,2.0,,"(cubed, use 200g firm tofu for a vegetarian option)",yummly,16.0,ounce,chicken breast,meat,ounce
74,Y005_08,Y005,eggs,2.0,,(whisked),yummly,2.0,unit,egg,egg,unit
75,Y005_09,Y005,fresh ginger,2.0,tsp.,(grated),yummly,2.0,teaspoon,minced ginger,herbs,teaspoon
76,Y005_10,Y005,chili,1.0,,(finely sliced),yummly,1.5,teaspoon,chili,chili / pepper,teaspoon
77,Y005_11,Y005,zucchinis,2.0,,(made into veggie noodles using a spiraliser),yummly,2.0,unit,zucchini / courgette / baby marrow,vegetable,unit
78,Y005_12,Y005,carrot,1.0,,(made into veggie noodles using a spiraliser),yummly,0.666666667,cup,carrot,vegetable,cup
79,Y005_13,Y005,bean sprouts,1.0,cup,,yummly,1.0,cup,bean sprout,vegetable,cup
80,Y005_14,Y005,spring onion,0.5,bunch,"(green section only, chopped)",yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
81,Y005_15,Y005,coriander leaves,1.0,cup,,yummly,16.0,tablespoon,coriander / cilantro,herbs,tablespoon
82,Y005_16,Y005,lime wedge,1.0,,(to serve),yummly,1.0,unit,lime wedge,lime / lemon,unit
83,Y006_00,Y006,pad thai noodles,7.0,oz.,(rice noodles),yummly,7.0,ounce,rice noodle,noodle / spaghetti,ounce
84,Y006_01,Y006,extra-virgin olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
85,Y006_02,Y006,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
86,Y006_03,Y006,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
87,Y006_04,Y006,fish sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
88,Y006_05,Y006,sriracha,1.0,Tbsp.,,yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
89,Y006_06,Y006,fresh lime juice,2.0,Tbsp.,,yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
90,Y006_07,Y006,canola oil,2.0,Tbsp.,,yummly,2.0,tablespoon,canola oil,oil,tablespoon
91,Y006_08,Y006,brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
92,Y006_09,Y006,peanut butter,1.0,Tbsp.,(microwaved until just melted),yummly,1.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
93,Y006_10,Y006,bean sprouts,1.0,cup,(fresh),yummly,1.0,cup,bean sprout,vegetable,cup
94,Y006_11,Y006,cilantro,1.0,cup,,yummly,16.0,tablespoon,coriander / cilantro,herbs,tablespoon
95,Y006_12,Y006,scallions,3.0,,(thinly sliced),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
96,Y006_13,Y006,peanuts,0.5,cup,(chopped),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
97,Y006_14,Y006,cooked meat,,,"(Optional:, your choice)",yummly,,ounce,meat,meat,ounce
98,Y007_00,Y007,pad thai noodles,7.0,oz.,,yummly,7.0,ounce,rice noodle,noodle / spaghetti,ounce
99,Y007_01,Y007,extra-virgin olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
100,Y007_02,Y007,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
101,Y007_03,Y007,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
102,Y007_04,Y007,fish sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
103,Y007_05,Y007,sambal oelek,1.0,Tbsp.,(or sriracha),yummly,3.0,teaspoon,chili paste,chili / pepper,teaspoon
104,Y007_06,Y007,fresh lime juice,2.0,Tbsp.,,yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
105,Y007_07,Y007,canola oil,2.0,Tbsp.,,yummly,2.0,tablespoon,canola oil,oil,tablespoon
106,Y007_08,Y007,brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
107,Y007_09,Y007,bean sprouts,1.0,cup,(fresh),yummly,1.0,cup,bean sprout,vegetable,cup
108,Y007_10,Y007,cilantro,1.0,cup,,yummly,16.0,tablespoon,coriander / cilantro,herbs,tablespoon
109,Y007_11,Y007,scallions,3.0,,(thinly sliced),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
110,Y007_12,Y007,peanuts,0.5,cup,(chopped),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
111,Y008_00,Y008,coconut oil,2.0,Tbsp.,(or other cooking fat),yummly,2.0,tablespoon,coconut oil,oil,tablespoon
112,Y008_01,Y008,fish sauce,0.25,cup,,yummly,4.0,tablespoon,fish sauce,sauce / salt,tablespoon
113,Y008_02,Y008,fresh lime juice,6.0,Tbsp.,,yummly,6.0,tablespoon,lime juice,lime / lemon,tablespoon
114,Y008_03,Y008,garlic,2.0,cloves,(crushed),yummly,2.0,clove,garlic,herbs,clove
115,Y008_04,Y008,broccoli slaw,24.0,oz.,(8 to 10 cups),yummly,24.0,ounce,broccoli slaw,vegetable,ounce
116,Y008_05,Y008,large carrots,3.0,,(julienned or thickly grated),yummly,3.0,cup,carrot,vegetable,cup
117,Y008_06,Y008,shrimp,16.0,oz.,"(salad, precooked and tails off)",yummly,16.0,ounce,shrimp,meat,ounce
118,Y008_07,Y008,fresh cilantro,0.5,cup,(chopped),yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
119,Y008_08,Y008,green onions,3.0,,(sliced),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
120,Y008_09,Y008,roasted unsalted cashews,0.333333333,cup,(chopped),yummly,5.333333328,tablespoon,cashew,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
121,Y009_00,Y009,oil,3.0,Tbsp.,,yummly,3.0,tablespoon,oil,oil,tablespoon
122,Y009_01,Y009,garlic,2.0,cloves,(minced),yummly,2.0,clove,garlic,herbs,clove
123,Y009_02,Y009,egg,1.0,,(omit for vegan),yummly,1.0,unit,egg,egg,unit
124,Y009_03,Y009,extra firm tofu,3.0,oz.,"(diced, or cubed chicken)",yummly,3.0,ounce,firm tofu,tofu,ounce
125,Y009_04,Y009,broth,4.0,cups,(veggie or chicken),yummly,4.0,cup,broth,broth / stock,cup
126,Y009_05,Y009,rice noodles,4.0,oz.,(also called pad thai noodles),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
127,Y009_06,Y009,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
128,Y009_07,Y009,sriracha,0.25,tsp.,,yummly,0.08333333325,tablespoon,sriracha sauce,sauce / salt,tablespoon
129,Y009_08,Y009,fish sauce,1.0,Tbsp.,"(For vegan, use adaptation listed in above post)",yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
130,Y009_09,Y009,roasted peanuts,0.25,cup,(crushed),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
131,Y009_10,Y009,green onions,0.25,cup,,yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
132,Y009_11,Y009,red peppers,1.0,tsp.,(crushed),yummly,1.0,teaspoon,pepper,chili / pepper,unit
133,Y010_00,Y010,rice noodles,8.0,oz.,"(flat, linguini or fettuccini width)",yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
134,Y010_01,Y010,large eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
135,Y010_02,Y010,vegetable oil,,,,yummly,,tablespoon,vegetable oil,oil,tablespoon
136,Y010_03,Y010,fish sauce,5.0,Tbsp.,,yummly,5.0,tablespoon,fish sauce,sauce / salt,tablespoon
137,Y010_04,Y010,soy sauce,2.0,Tbsp.,(use gluten-free if needed),yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
138,Y010_05,Y010,fresh lime juice,2.0,Tbsp.,(from 1 lime),yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
139,Y010_06,Y010,creamy peanut butter,1.0,Tbsp.,,yummly,1.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
140,Y010_07,Y010,sugar,3.0,Tbsp.,,yummly,3.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
141,Y010_08,Y010,red chili flakes,0.5,tsp.,(dried),yummly,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
142,Y010_09,Y010,garlic,4.0,cloves,(finely chopped),yummly,4.0,clove,garlic,herbs,clove
143,Y010_10,Y010,fresh ginger,1.0,Tbsp.,(finely chopped),yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
144,Y010_11,Y010,large shrimp,1.0,lb.,(peeled and deveined),yummly,16.0,ounce,shrimp,meat,ounce
145,Y010_12,Y010,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
146,Y010_13,Y010,broccoli florets,0.666666667,lb.,,yummly,3.333333335,cup,broccoli,vegetable,cup
147,Y010_14,Y010,green onions,4.0,,"(light and dark green parts, chopped into 1-inch pieces)",yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
148,Y010_15,Y010,bean sprouts,1.0,cup,"(fresh, plus more for garnish if desired)",yummly,1.0,cup,bean sprout,vegetable,cup
149,Y010_16,Y010,dry roasted peanuts,0.25,cup,(coarsely chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
150,Y010_17,Y010,chopped fresh cilantro,0.5,cup,,yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
151,Y010_18,Y010,lime wedges,,,"(for serving, optional)",yummly,,unit,lime wedge,lime / lemon,unit
152,Y011_00,Y011,rice noodles,12.0,oz.,(flat),yummly,12.0,ounce,rice noodle,noodle / spaghetti,ounce
153,Y011_01,Y011,boiling water,,,,yummly,,cup,water,water,cup
154,Y011_02,Y011,vegetable oil,4.0,Tbsp.,,yummly,4.0,tablespoon,vegetable oil,oil,tablespoon
155,Y011_03,Y011,cilantro,2.0,Tbsp.,(chopped),yummly,2.0,tablespoon,coriander / cilantro,herbs,tablespoon
156,Y011_04,Y011,red chile,1.0,,"(small hot, seeded and finely chopped)",yummly,1.0,unit,red chili,chili / pepper,unit
157,Y011_05,Y011,large shrimp,9.0,oz.,(peeled and deveined),yummly,9.0,ounce,shrimp,meat,ounce
158,Y011_06,Y011,shallots,4.0,,(finely chopped),yummly,2.0,cup,shallot,onion,cup
159,Y011_07,Y011,large eggs,4.0,,(beaten),yummly,4.0,unit,egg,egg,unit
160,Y011_08,Y011,sugar,1.0,Tbsp.,,yummly,1.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
161,Y011_09,Y011,oyster sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,oyster sauce,sauce / salt,tablespoon
162,Y011_10,Y011,thai fish sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
163,Y011_11,Y011,fresh lime juice,2.0,Tbsp.,,yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
164,Y011_12,Y011,bean sprouts,9.0,oz.,,yummly,2.25,cup,bean sprout,vegetable,cup
165,Y011_13,Y011,scallions,4.0,,"(white and green parts, sliced)",yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
166,Y011_14,Y011,unsalted roasted peanuts,1.0,cup,,yummly,16.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
167,Y011_15,Y011,lime wedge,1.0,,"(cut into 4 wedges, for garnish, optional)",yummly,1.0,unit,lime wedge,lime / lemon,unit
168,Y012_00,Y012,brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
169,Y012_01,Y012,tamarind paste,0.25,cup,,yummly,4.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
170,Y012_02,Y012,fish sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
171,Y012_03,Y012,water,3.0,Tbsp.,,yummly,0.1875,cup,water,water,cup
172,Y012_04,Y012,rice noodles,6.0,oz.,,yummly,6.0,ounce,rice noodle,noodle / spaghetti,ounce
173,Y012_05,Y012,firm tofu,8.0,oz.,(cut into small pieces),yummly,8.0,ounce,firm tofu,tofu,ounce
174,Y012_06,Y012,shallots,2.0,,"(medium, minced)",yummly,1.0,cup,shallot,onion,cup
175,Y012_07,Y012,garlic,3.0,cloves,(minced),yummly,3.0,clove,garlic,herbs,clove
176,Y012_08,Y012,dried shrimp,2.0,Tbsp.,(rinsed and chopped),yummly,2.0,tablespoon,dried shrimp,meat,tablespoon
177,Y012_09,Y012,daikon radishes,2.0,Tbsp.,"(sweet, chopped)",yummly,0.125,cup,radish,vegetable,cup
178,Y012_10,Y012,sriracha sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
179,Y012_11,Y012,chinese chives,1.0,cup,(or garlic chives),yummly,1.0,cup,chinese chive,vegetable,cup
180,Y012_12,Y012,bean sprouts,1.0,cup,(fresh),yummly,1.0,cup,bean sprout,vegetable,cup
181,Y012_13,Y012,roasted peanuts,0.25,cup,(finely chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
182,Y012_14,Y012,peanut oil,3.0,Tbsp.,,yummly,3.0,tablespoon,peanut oil,oil,tablespoon
183,Y012_15,Y012,shrimp,1.0,lb.,(removed and deveined if needed),yummly,16.0,ounce,shrimp,meat,ounce
184,Y012_16,Y012,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
185,Y012_17,Y012,fresh cilantro,2.0,Tbsp.,(optional),yummly,2.0,tablespoon,coriander / cilantro,herbs,tablespoon
186,Y012_18,Y012,chinese chives,1.0,cup,,yummly,1.0,cup,chinese chive,vegetable,cup
187,Y012_19,Y012,bean sprouts,1.0,cup,(fresh),yummly,1.0,cup,bean sprout,vegetable,cup
188,Y012_20,Y012,roasted peanuts,0.25,cup,(chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
189,Y012_21,Y012,lime wedges,,,,yummly,,unit,lime wedge,lime / lemon,unit
190,Y012_22,Y012,sriracha sauce,,,,yummly,,tablespoon,sriracha sauce,sauce / salt,tablespoon
191,Y013_00,Y013,pad thai noodles,1.0,pkg.,,yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
192,Y013_01,Y013,raw sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,raw sugar,sugar / sweeteners / syrup,tablespoon
193,Y013_02,Y013,tamarind paste,1.0,tsp.,(in Asian/Indian food section),yummly,0.333333333,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
194,Y013_03,Y013,fish sauce,4.0,Tbsp.,,yummly,4.0,tablespoon,fish sauce,sauce / salt,tablespoon
195,Y013_04,Y013,rice vinegar,2.0,tsp.,,yummly,0.666666666,tablespoon,vinegar,vinegar,tablespoon
196,Y013_05,Y013,minced ginger,0.5,Tbsp.,,yummly,1.5,teaspoon,minced ginger,herbs,teaspoon
197,Y013_06,Y013,minced garlic,0.5,Tbsp.,,yummly,1.5,clove,garlic,herbs,clove
198,Y013_07,Y013,shallot,0.5,Tbsp.,(minced),yummly,0.03125,cup,shallot,onion,cup
199,Y013_08,Y013,lemongrass,0.5,Tbsp.,(minced),yummly,0.5,tablespoon,lemongrass,herbs,tablespoon
200,Y013_09,Y013,peanut oil,,,,yummly,,tablespoon,peanut oil,oil,tablespoon
201,Y013_10,Y013,large eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
202,Y013_11,Y013,cooked shrimp,2.0,oz.,,yummly,2.0,ounce,shrimp,meat,ounce
203,Y013_12,Y013,extra firm tofu,1.0,cup,(diced),yummly,8.0,ounce,firm tofu,tofu,ounce
204,Y013_13,Y013,scallions,0.666666667,cup,(chopped),yummly,0.666666667,cup,scallion / spring onion / green onion,vegetable,cup
205,Y013_14,Y013,peanuts,0.5,cup,"(chopped, unsalted)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
206,Y013_15,Y013,bean sprouts,0.5,cup,,yummly,0.5,cup,bean sprout,vegetable,cup
207,Y013_16,Y013,lime wedges,,,,yummly,,unit,lime wedge,lime / lemon,unit
208,Y014_00,Y014,boneless chicken breast,0.75,lb.,(cut into small pieces),yummly,12.0,ounce,chicken breast,meat,ounce
209,Y014_01,Y014,soy sauce,1.5,Tbsp.,,yummly,1.5,tablespoon,soy sauce,sauce / salt,tablespoon
210,Y014_02,Y014,japanese noodles,9.0,oz.,(or pad Thai),yummly,9.0,ounce,japanese noodle,noodle / spaghetti,ounce
211,Y014_03,Y014,vegetable oil,2.0,Tbsp.,,yummly,2.0,tablespoon,vegetable oil,oil,tablespoon
212,Y014_04,Y014,green onions,4.0,,"(sliced, divide the white from the green)",yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
213,Y014_05,Y014,garlic,4.0,cloves,(minced),yummly,4.0,clove,garlic,herbs,clove
214,Y014_06,Y014,red chili,1.0,,(I used jalapeno sliced),yummly,1.0,unit,red chili,chili / pepper,unit
215,Y014_07,Y014,ginger,1.0,Tbsp.,(peeled and grated),yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
216,Y014_08,Y014,bean sprouts,3.0,cups,,yummly,3.0,cup,bean sprout,vegetable,cup
217,Y014_09,Y014,egg,1.0,,(slightly whisked),yummly,1.0,unit,egg,egg,unit
218,Y014_10,Y014,dry roasted peanuts,0.333333333,cup,(roughly chopped),yummly,5.333333328,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
219,Y014_11,Y014,lime wedge,1.0,,(sliced into wedges),yummly,1.0,unit,lime wedge,lime / lemon,unit
220,Y014_12,Y014,chicken stock,0.333333333,cup,,yummly,0.333333333,cup,chicken stock,broth / stock,cup
221,Y014_13,Y014,rice vinegar,3.0,Tbsp.,(or white),yummly,3.0,tablespoon,vinegar,vinegar,tablespoon
222,Y014_14,Y014,lime juice,1.0,Tbsp.,,yummly,1.0,tablespoon,lime juice,lime / lemon,tablespoon
223,Y014_15,Y014,light brown sugar,4.0,Tbsp.,,yummly,4.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
224,Y014_16,Y014,soy sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
225,Y014_17,Y014,black pepper,0.125,tsp.,,yummly,0.125,teaspoon,ground black pepper,chili / pepper,teaspoon
226,Y015_00,Y015,rice noodles,8.0,oz.,"(dried, “Pad Thai”)",yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
227,Y015_01,Y015,brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
228,Y015_02,Y015,fresh lime juice,2.0,Tbsp.,(plus wedges for serving),yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
229,Y015_03,Y015,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
230,Y015_04,Y015,sriracha sauce,1.0,,(squirt),yummly,0.1666666665,tablespoon,sriracha sauce,sauce / salt,tablespoon
231,Y015_05,Y015,sesame oil,2.0,tsp.,(or vegetable),yummly,0.666666666,tablespoon,sesame oil,oil,tablespoon
232,Y015_06,Y015,scallions,3.0,,"(white and green parts, separated and thinly sliced)",yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
233,Y015_07,Y015,garlic clove,1.0,,(minced),yummly,1.0,clove,garlic,herbs,clove
234,Y015_08,Y015,large eggs,2.0,,"(lightly beaten, optional)",yummly,2.0,unit,egg,egg,unit
235,Y015_09,Y015,fresh cilantro,0.5,cup,,yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
236,Y015_10,Y015,roasted salted peanuts,0.25,cup,(chopped),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
237,Y015_11,Y015,bean sprouts,0.5,cup,,yummly,0.5,cup,bean sprout,vegetable,cup
238,Y015_12,Y015,shredded carrots,0.5,cup,,yummly,0.5,cup,carrot,vegetable,cup
239,Y016_00,Y016,vegetable oil,,,,yummly,,tablespoon,vegetable oil,oil,tablespoon
240,Y016_01,Y016,boneless skinless chicken thighs,2.0,lb.,(cut into bite-sized strips),yummly,32.0,ounce,chicken thigh,meat,ounce
241,Y016_02,Y016,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
242,Y016_03,Y016,pepper,,,,yummly,,unit,pepper,chili / pepper,unit
243,Y016_04,Y016,firm tofu,8.0,oz.,"(cut into cubes, optional)",yummly,8.0,ounce,firm tofu,tofu,ounce
244,Y016_05,Y016,eggs,2.0,,(lightly beaten),yummly,2.0,unit,egg,egg,unit
245,Y016_06,Y016,sesame oil,1.0,Tbsp.,,yummly,1.0,tablespoon,sesame oil,oil,tablespoon
246,Y016_07,Y016,rice noodles,8.0,oz.,(flat),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
247,Y016_08,Y016,chili paste,2.0,Tbsp.,(or chili garlic sauce),yummly,6.0,teaspoon,chili paste,chili / pepper,teaspoon
248,Y016_09,Y016,low sodium soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
249,Y016_10,Y016,fish sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,fish sauce,sauce / salt,tablespoon
250,Y016_11,Y016,bean sprouts,8.0,oz.,(divided),yummly,2.0,cup,bean sprout,vegetable,cup
251,Y016_12,Y016,jalapeño,1.0,,(sliced),yummly,1.0,unit,red chili,chili / pepper,unit
252,Y016_13,Y016,green onions,3.0,,(sliced thin),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
253,Y016_14,Y016,peanuts,0.5,cup,,yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
254,Y016_15,Y016,thai basil,2.0,Tbsp.,"(chopped fresh, and cilantro)",yummly,0.125,cup,thai basil,vegetable,cup
255,Y016_16,Y016,crushed red pepper,,,(to taste),yummly,,teaspoon,chili flakes,chili / pepper,teaspoon
256,Y016_17,Y016,lime wedge,2.0,,(cut into quarters lengthwise),yummly,2.0,unit,lime wedge,lime / lemon,unit
257,Y017_00,Y017,zucchini,2.0,,(medium),yummly,2.0,unit,zucchini / courgette / baby marrow,vegetable,unit
258,Y017_01,Y017,olive oil,2.0,Tbsp.,(divided),yummly,2.0,tablespoon,olive oil,oil,tablespoon
259,Y017_02,Y017,shrimp,0.5,lb.,"(peeled and de-veined, or what ever protein you prefer)",yummly,8.0,ounce,shrimp,meat,ounce
260,Y017_03,Y017,garlic,3.0,cloves,(minced or crushed),yummly,3.0,clove,garlic,herbs,clove
261,Y017_04,Y017,red bell pepper,0.5,,(seeded and sliced thin),yummly,0.5,unit,bell pepper,chili / pepper,unit
